event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp,population_best
KHM1045,"16 January 2012",2012,1,Demonstrations,Protests,"Protest with intervention","Protesters (Cambodia)",,Protesters,"Police Forces of Cambodia (1993-)",,"State forces","State forces-Protesters",,116,"Southeast Asia",Cambodia,"Phnom Penh","Prampir Meakkakra","Boeng Proluet","Boeng Proluet",11.5624,104.916,1,"Phnom Penh Post",National,"On 16 January 2012, more than 100 protesters from Svay Chrum village in Preah Vihear protested in Phnom Penh. The group was blocked by more than 20 police officers from walking to the prime minister's home. The villagers protested against the National Authority of Preah Vihear, as they destroyed their homes to create space for government offices.",0,,1700605343,
KHM1042,"13 January 2012",2012,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Cambodia)",,"Political militia","Civilians (China)",,Civilians,"Political militia-Civilians","Civilian targeting",116,"Southeast Asia",Cambodia,Pursat,Krakor,"Kbal Trach","Kbal Trach",12.5313,104.2247,2,"Phnom Penh Post",National,"On 13 January 2012, a Chinese man was shot to death in broad daylight in Kralanh village, Kbal Trach commune, Krakor district, Pursat province. Authorities were investigating the possibility the killing was motivated by revenge, as the man was the supervisor of a cassava plantation owned by Pheapimix Company, involved in a land dispute with 25 families.",1,,1649284577,
KHM1040,"12 January 2012",2012,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)",,Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Phnom Penh","Prampir Meakkakra","Boeng Proluet","Boeng Proluet",11.5624,104.916,1,"Phnom Penh Post",National,"On 12 January 2012, more than 50 villagers from Svay Chrum village, in Preah Vihear, gathered to protest outside Wat Botum pagoda in Phnom Penh. The villagers urged Prime Minister Hun Sen to intervene in an ongoing land dispute with provincial authorities.",0,,1700605343,
KHM1041,"12 January 2012",2012,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Borei Keila Communal Group (Cambodia); Women (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Phnom Penh","Prampir Meakkakra","Boeng Proluet","Boeng Proluet",11.5624,104.916,1,"Phnom Penh Post",National,"On 12 January 2012, a group of family relatives of detainees travelled to Prey Speu Correctional Centre in Chaom Chao commune, Phnom Penh. The group, formed by husbands and fathers of the women and children detained after a protest on 11 January, gathered to plea for their release.",0,,1700605343,
KHM1036,"11 January 2012",2012,1,Demonstrations,Protests,"Protest with intervention","Protesters (Cambodia)","Borei Keila Communal Group (Cambodia); Women (Cambodia)",Protesters,"Police Forces of Cambodia (1993-)",,"State forces","State forces-Protesters",,116,"Southeast Asia",Cambodia,"Phnom Penh","Prampir Meakkakra","Boeng Proluet","Boeng Proluet",11.5624,104.916,1,AFP,International,"On 11 January 2012, residents of the Borei Keila community in Phnom Penh protested over a forced eviction. 24 women and six children were arrested and held at Prey Speu social affairs rehabilitation centre. The villagers' homes were destroyed the previous week to make way for a commercial real estate project backed by local developer Phanimex Co.",0,"crowd size=no report",1700605343,
KHM1037,"11 January 2012",2012,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Labor Group (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Phnom Penh","Prampir Meakkakra","Boeng Proluet","Boeng Proluet",11.5624,104.916,1,"Phnom Penh Post",National,"On 11 January 2012, more than 400 striking workers protested outside the Chea Ly garment factory in Dangkor district, Phnom Penh. Workers had begun the strike to demand that the company remove a Chinese manager, and they also demanded the payment of overdue paychecks.",0,,1700605343,
KHM1038,"11 January 2012",2012,1,Demonstrations,Riots,"Violent demonstration","Rioters (Cambodia)",,Rioters,,,,"Rioters only",,116,"Southeast Asia",Cambodia,"Phnom Penh","Prampir Meakkakra","Boeng Proluet","Boeng Proluet",11.5624,104.916,1,"Phnom Penh Post",National,"On 11 January 2012, more than 100 residents from two villages blocked National Road No. 2 in Phnom Penh and burned tyres. The villagers, from Srey Snom and Kraing Svay villages in Dangkor district in Phnom Penh, protested against Khutdyvathana company, which they said was digging up dirt from a nearby property.",0,,1700605343,
KHM1034,"06 January 2012",2012,1,"Strategic developments","Strategic developments",Other,"Unidentified Armed Group (Cambodia)",,"Political militia","Police Forces of Cambodia (1993-)",,"State forces","State forces-Political militia",,116,"Southeast Asia",Cambodia,"Preah Vihear","Choam Ksant","Choam Ksant","Choam Ksant",14.2154,104.9411,2,"Phnom Penh Post",National,"On 6 January 2012, a deputy police chief was killed by a landmine while patrolling in a forest at the Cambodia-Thailand border, in Choam Ksan district, Preah Vihear. The official died instantly when he triggered a small mine with his hand while on patrol with soldiers.",1,,1652377492,
KHM1035,"06 January 2012",2012,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)",,Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Phnom Penh","Prampir Meakkakra","Boeng Proluet","Boeng Proluet",11.5624,104.916,1,"Phnom Penh Post",National,"On 06 January 2012, 50 villagers from Svay Chrum village, in Preah Vihear, gathered to protest outside Wat Botum pagoda in Phnom Penh. The villagers urged Prime Minister Hun Sen to intervene in an ongoing land dispute with provincial authorities.",0,,1700605343,
KHM1033,"05 January 2012",2012,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Borei Keila Communal Group (Cambodia); Women (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Phnom Penh","Prampir Meakkakra","Boeng Proluet","Boeng Proluet",11.5624,104.916,1,AFP,International,"On 05 January 2012, residents of the Borei Keila community in Phnom Penh protested over a forced eviction, gathering outside the United States, French and British embassies to call for intervention in their case. Their homes were destroyed to make way for a commercial real estate project backed by local developer Phanimex Co.",0,,1700605343,
KHM1031,"04 January 2012",2012,1,Demonstrations,Protests,"Protest with intervention","Protesters (Cambodia)","Borei Keila Communal Group (Cambodia); Women (Cambodia)",Protesters,"Police Forces of Cambodia (1993-)",,"State forces","State forces-Protesters",,116,"Southeast Asia",Cambodia,"Phnom Penh","Prampir Meakkakra","Boeng Proluet","Boeng Proluet",11.5624,104.916,1,"States News Service (United States)",International,"On 04 January 2012, residents of the Borei Keila community in Phnom Penh protested over a forced eviction by marching to the US embassy. Their homes were destroyed to make way for a commercial real estate project backed by local developer Phanimex Co. Police moved in to disperse the crowd, but no violence occurred.",0,,1700605343,
KHM1028,"03 January 2012",2012,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Labor Group (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Kampong Chhnang","Rolea Bier","Srae Thmei","Rolea Bier",12.21,104.61,2,"Phnom Penh Post",National,"On 03 January 2012, about 60 animal slaughterhouse operators from Rolea Ba'eir district, Kampong Chhnang, protested against what they claim is extortion by the provincial director of the veterinary department. The protesters claimed they were forced to give money to receive their business licenses.",0,,1618561139,
KHM1029,"03 January 2012",2012,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Labor Group (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,Kandal,"Angk Snuol",Peuk,"Angk Snuol",11.5065,104.7159,2,"Phnom Penh Post",National,"On 03 January 2012, more than 400 striking garment workers protested outside Kwei Yang Co Ltd, in Ang Snuol district, Kandal province. The workers had nine demands for the factory's management, including the review of a monthly health bonus. The protest ended after an agreement was settled between managers and workers.",0,,1618561139,
KHM1030,"03 January 2012",2012,1,"Political violence",Riots,"Mob violence","Rioters (Cambodia)","Borei Keila Communal Group (Cambodia)",Rioters,"Police Forces of Cambodia (1993-)",,"State forces","State forces-Rioters",,116,"Southeast Asia",Cambodia,"Phnom Penh","Prampir Meakkakra","Boeng Proluet","Boeng Proluet",11.5624,104.916,1,"States News Service (United States)",International,"On 3 January 2012, residents of the Borei Keila community in Phnom Penh clashed with police over a forced eviction, leaving a dozen people injured. The villagers used bricks and crowbars to confront the group of men hired to provide security for developer Phanimex, the company responsible for demolishing the nearly 300 homes in the area. More than 500 police officers accompanied the demolition process, and fired warning shots and used sticks and electric batons to keep residents at bay.",0,,1700605343,
KHM1027,"02 January 2012",2012,1,"Political violence",Riots,"Mob violence","Rioters (Cambodia)","Borei Keila Communal Group (Cambodia)",Rioters,"Private Security Forces (Cambodia)","Government of Cambodia (1993-)","External/Other forces","Rioters-External/Other forces",,116,"Southeast Asia",Cambodia,"Phnom Penh","Prampir Meakkakra","Boeng Proluet","Boeng Proluet",11.5624,104.916,1,"Phnom Penh Post",National,"On 2 January 2012, about 50 rioting residents, some of whom wielded bricks and crowbars, prevented more than 10 local officials and security guards from dismantling 27 houses in Borei Keila community, Phnom Penh. Residents claimed the officials and guards were trying to force people to move to resettlement areas.",0,,1700605343,
KHM1026,"31 December 2011",2011,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Labor Group (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,Kandal,"Angk Snuol",Peuk,"Angk Snuol",11.5065,104.7159,2,"Phnom Penh Post",National,"On 31 December 2011, more than 200 striking garment workers protested outside Kwei Yang Co Ltd, in Ang Snuol district, Kandal province. The workers had nine demands for the factory's management, including the review of a monthly health bonus.",0,,1618561138,
KHM1025,"30 December 2011",2011,1,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Cambodia (1993-)",,"State forces","Civilians (Cambodia)",,Civilians,"State forces-Civilians",,116,"Southeast Asia",Cambodia,"Preah Vihear","Choam Ksant",Kantuot,Kantuot,14.207,104.6253,2,"Phnom Penh Post",National,"Property destruction: On 30 Dec 2011, about 300 armed soldiers and military police officials dismantled the homes of more than 100 families in Kantuot commune, in Choam Ksan district, Preah Vihear.",0,,1585669807,
KHM1024,"28 December 2011",2011,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Boeung Kak Communal Group (Cambodia); Women (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Phnom Penh","Prampir Meakkakra","Boeng Proluet","Boeng Proluet",11.5624,104.916,1,"Phnom Penh Post",National,"On 28 December 2011, more than 100 Boeung Kak lake residents protested in Phnom Penh after a group of Daun Penh district police officials warned residents to stop rebuilding their homes. The villagers prevented the officials from confiscating their tools.",0,,1700605343,
KHM1023,"21 December 2011",2011,1,"Political violence",Riots,"Mob violence","Rioters (Cambodia)","Borei Keila Communal Group (Cambodia)",Rioters,"Civilians (Cambodia)","Government of Cambodia (1993-)",Civilians,Rioters-Civilians,"Civilian targeting",116,"Southeast Asia",Cambodia,"Phnom Penh","Prampir Meakkakra","Boeng Proluet","Boeng Proluet",11.5624,104.916,1,"Phnom Penh Post",National,"On 21 December 2011, about 50 villagers converged to a building where authorities were evicting a man from his home, in Borei Keila community, Phnom Penh. The villagers broke down a door which had been locked by the government agents, who fled the scene.",0,,1700605343,
KHM1020,"20 December 2011",2011,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)",,Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,Battambang,Battambang,"Svay Por",Battambang,13.1027,103.1982,1,"Phnom Penh Post",National,"On 20 December 2011, about 60 villagers protested in front of the Battambang provincial court, to ask for the release of a villager who was beaten and arrested by authorities the day before.",0,,1618561138,
KHM1021,"20 December 2011",2011,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)",,Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Kampong Speu","Chbar Mon","Chbar Mon","Chbar Mon",11.4867,104.4977,1,"Phnom Penh Post",National,"On 20 December 2011, about 150 villagers protested outside Kampong Speu provincial court, to show their support to a woman who was being trial over a land dispute. The court decided not to arrest her, fearing the villagers' reaction.",0,,1552577524,
KHM1022,"20 December 2011",2011,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)",,Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Phnom Penh","Prampir Meakkakra","Boeng Proluet","Boeng Proluet",11.5624,104.916,1,"Phnom Penh Post",National,"On 20 December 2011, about 100 villagers protested in front of the National Assembly in Phnom Penh, holding a 230-metre krama, a traditional Cambodian scarf. The krama, containing thumbprints of villagers, was submitted as a petition against the passage of laws they claimed would undermine their rights.",0,,1700605343,
KHM1019,"19 December 2011",2011,1,"Political violence",Riots,"Mob violence","Rioters (Cambodia)",,Rioters,"Police Forces of Cambodia (1993-)",,"State forces","State forces-Rioters",,116,"Southeast Asia",Cambodia,Battambang,"Rotonak Mondol",Traeng,"Rotonak Mondol",12.8404,102.887,2,"Phnom Penh Post",National,"On 19 December 2011, a man was beaten by police officers and later arrested, in Ratanak Mondol district, Battambang. The incident occurred after about 30 villagers scuffled with the police to rescue two representatives who were being detained due to a land dispute.",0,,1618561138,
KHM1018,"18 December 2011",2011,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Farmers (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Kampong Cham","Kampong Cham","Kampong Cham","Kampong Cham",11.9933,105.4635,1,"Phnom Penh Post",National,"From 16 to 18 December 2011, about 200 villagers from Yeav village in Kampong Cham commune protested against Chhun Hong Rubber Better Company. The villagers demanded the company to stop clearing their farmland.",0,,1552577524,
KHM1017,"17 December 2011",2011,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Farmers (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Kampong Cham","Kampong Cham","Kampong Cham","Kampong Cham",11.9933,105.4635,1,"Phnom Penh Post",National,"From 16 to 18 December 2011, about 200 villagers from Yeav village in Kampong Cham commune protested against Chhun Hong Rubber Better Company. The villagers demanded the company to stop clearing their farmland.",0,,1552577525,
KHM1015,"16 December 2011",2011,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Farmers (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Kampong Cham","Kampong Cham","Kampong Cham","Kampong Cham",11.9933,105.4635,1,"Phnom Penh Post",National,"From 16 to 18 December 2011, about 200 villagers from Yeav village in Kampong Cham commune protested against Chhun Hong Rubber Better Company. The villagers demanded the company to stop clearing their farmland.",0,,1552577525,
KHM1016,"16 December 2011",2011,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Labor Group (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Phnom Penh","Prampir Meakkakra","Boeng Proluet","Boeng Proluet",11.5624,104.916,1,"Phnom Penh Post",National,"On 16 December 2011, about 30 workers from footwear manufacturer Huey Chuen protested in front of the Labour Ministry in Phnom Penh. The workers were protesting being shifted to a new factory about two kilometres from the one they work at Dangkor district.",0,,1700605343,
KHM1013,"15 December 2011",2011,1,"Political violence",Battles,"Armed clash","Military Forces of Cambodia (1993-)",,"State forces","Military Forces of Thailand (2011-2014)",,"External/Other forces","State forces-External/Other forces",,116,"Southeast Asia",Cambodia,"Koh Kong","Mondol Seima","Pak Khlang","Mondol Seima",11.6241,102.9501,2,"Phnom Penh Post",National,"On 15 December 2011, Cambodian troops fired shots at a Thai navy helicopter near the border between the two countries, in Mondol Seima district, Koh Kong. The helicopter was on a mission to supply a border post in Trat province. There was no injuries. According to authorities, the incident was the result of a misunderstanding.",0,,1649284577,
KHM1014,"15 December 2011",2011,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Labor Group (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Phnom Penh","Prampir Meakkakra","Boeng Proluet","Boeng Proluet",11.5624,104.916,1,"Phnom Penh Post",National,"On 15 December 2011, nearly 100 vendors protested outside Tuol Kork market, in Phnom Penh, after authorities dismantled their stalls without just cause.",0,,1700605343,
KHM1012,"14 December 2011",2011,1,Demonstrations,Riots,"Violent demonstration","Rioters (Cambodia)","Borei Keila Communal Group (Cambodia); Women (Cambodia)",Rioters,"Police Forces of Cambodia (1993-)",,"State forces","State forces-Rioters",,116,"Southeast Asia",Cambodia,"Phnom Penh","Prampir Meakkakra","Boeng Proluet","Boeng Proluet",11.5624,104.916,1,"Phnom Penh Post",National,"On 14 December 2011, police clashed with nearly 100 Borei Keila community representatives in Phnom Penh. The villagers were protesting over the amount of compensation they had received for a land dispute with Phanimex Company.",0,,1700605343,
KHM1011,"13 December 2011",2011,1,Demonstrations,Riots,"Violent demonstration","Rioters (Cambodia)","Labor Group (Cambodia)",Rioters,,,,"Rioters only",,116,"Southeast Asia",Cambodia,"Phnom Penh","Prampir Meakkakra","Boeng Proluet","Boeng Proluet",11.5624,104.916,1,"Phnom Penh Post",National,"On 13 December 2011, more than 100 striking workers set fire to tyres outside Shinglecom Cambodia garment factory in Dangkor district, Phnom Penh.",0,,1700605343,
KHM1010,"12 December 2011",2011,1,Demonstrations,Riots,"Violent demonstration","Rioters (Cambodia)","Farmers (Cambodia)",Rioters,"Police Forces of Cambodia (1993-)","Private Security Forces (Cambodia)","State forces","State forces-Rioters",,116,"Southeast Asia",Cambodia,Battambang,"Phnum Proek","Phnum Proek","Phnum Proek",13.2971,102.373,2,"Phnom Penh Post",National,"On 12 December 2011, about 200 people gathered to protest in Phnom Proek district, Battambang, against the measuring of disputed land by government officials and Suon Mean Sambath Company. A fight over a confiscated camera led to armed guards opening fire with AK-47s and seriously injuring three people.",0,,1552577525,
KHM1009,"08 December 2011",2011,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Labor Group (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Phnom Penh","Prampir Meakkakra","Boeng Proluet","Boeng Proluet",11.5624,104.916,1,"Phnom Penh Post",National,"On 08 December 2011, more than 200 workers protested outside Shinglecom Cambodia garment factory in Dangkor district, Phnom Penh. They demanded the reinstatement of a representative of their recently formed union, and for the improvement of work conditions.",0,,1700605343,
KHM1007,"07 December 2011",2011,1,"Political violence",Riots,"Mob violence","Rioters (Cambodia)","Farmers (Cambodia)",Rioters,"Private Security Forces (Cambodia)",,"External/Other forces","Rioters-External/Other forces",,116,"Southeast Asia",Cambodia,Kratie,Snuol,Snuol,Snuol,12.0724,106.4207,1,"Phnom Penh Post",National,"On 07 December 2011, villagers clashed with the security guards from Horizon Agriculture Development Co, in Krasaing village, Snuol commune, Kratie province. The villagers were attempting to prevent Horizon Agriculture Development Co from bulldozing their cassava plantations.",0,,1552577525,
KHM1006,"07 December 2011",2011,1,"Political violence",Battles,"Armed clash","Private Security Forces (Cambodia)",,"External/Other forces","Police Forces of Cambodia (1993-)",,"State forces","State forces-External/Other forces",,116,"Southeast Asia",Cambodia,Battambang,Bavel,"Ampil Pram Daeum","Ampil Pram Daeum",13.26,102.7697,2,"Phnom Penh Post",National,"On 7 December 2011, the police clashed with about 50 villagers hired by businessmen to guard land, in Boeung Tram village, Ampil Pram Doeum commune, in Battambang. They burned seven cars and two excavators, and also injured one police officer.",0,,1652377492,
KHM1008,"07 December 2011",2011,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)",,Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Phnom Penh","Prampir Meakkakra","Boeng Proluet","Boeng Proluet",11.5624,104.916,1,"Phnom Penh Post",National,"On 07 December 2011, about 50 villagers from Lor Peang village, in Kampong Chhnang, protested outside the Supreme Court in Phnom Penh. The villagers had been involved for decades in a land dispute with the company KDC International.",0,,1700605343,
KHM1004,"06 December 2011",2011,1,Demonstrations,Protests,"Protest with intervention","Protesters (Cambodia)","Farmers (Cambodia)",Protesters,"Police Forces of Cambodia (1993-)",,"State forces","State forces-Protesters",,116,"Southeast Asia",Cambodia,"Koh Kong","Khemara Phoumin","Smach Mean Chey","Khemarak Phoumin",11.6153,102.9838,3,"Phnom Penh Post",National,"On 06 December 2011, about 200 villagers from two communes (Koh Sdach and Tham Sar) blocked National Road 48 in Koh Kong province to draw attention to their land dispute with the Union Development Group. The police attempted to drive their trucks through, but no violence occurred.",0,,1618561137,
KHM1005,"06 December 2011",2011,1,Demonstrations,Protests,"Protest with intervention","Protesters (Cambodia)","Farmers (Cambodia)",Protesters,"Police Forces of Cambodia (1993-)",,"State forces","State forces-Protesters",,116,"Southeast Asia",Cambodia,Kratie,Snuol,Snuol,Snuol,12.0724,106.4207,1,"Phnom Penh Post",National,"On 06 December 2011, about 100 villagers were allegedly threatened by soldiers brandishing AK-47s, in Krasaing village, Snuol commune, Kratie province. The villagers were attempting to prevent Horizon Agriculture Development Co from bulldozing their cassava plantations.",0,,1552577525,
KHM1003,"04 December 2011",2011,1,"Political violence",Riots,"Mob violence","Rioters (Cambodia)","Labor Group (Cambodia)",Rioters,"Civilians (Cambodia)",,Civilians,Rioters-Civilians,"Civilian targeting",116,"Southeast Asia",Cambodia,"Mondul Kiri","Saen Monourom","Sokh Dom","Saen Monourom",12.4558,107.1881,1,"Phnom Penh Post",National,"On 4 December 2011, seven men severely beat a judge at a restaurant in Sen Monorom town, Mondulkiri province. The attackers, suspected of being illegal loggers, dragged the victim into a car and dumped him on the side of a road.",0,,1652377492,
KHM1002,"03 December 2011",2011,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Labor Group (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Phnom Penh","Prampir Meakkakra","Boeng Proluet","Boeng Proluet",11.5624,104.916,1,"Phnom Penh Post",National,"On 03 December 2011, striking workers from Cambo Handsome 1 garment factory protested outside the home of Prime Minister Hun Sen, urging him to intervene in their dispute. They demanded the reinstatement of three union leaders, and better working conditions.",0,,1700605343,
KHM1001,"02 December 2011",2011,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Labor Group (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Phnom Penh","Prampir Meakkakra","Boeng Proluet","Boeng Proluet",11.5624,104.916,1,"Phnom Penh Post",National,"On 02 December 2011, striking workers from Cambo Handsome 1 garment factory protested outside Wat Botum in Phnom Penh. The workers also gathered outside the home of Prime Minister Hun Sen, urging him to intervene in their dispute. They demanded the reinstatement of three union leaders, and better working conditions.",0,,1700605343,
KHM1000,"01 December 2011",2011,1,"Strategic developments","Strategic developments",Other,"Unidentified Armed Group (Cambodia)",,"Political militia","Civilians (Cambodia)","Farmers (Cambodia)",Civilians,"Political militia-Civilians",,116,"Southeast Asia",Cambodia,Pursat,"Veal Veaeng",Pramaoy,"Veal Veaeng",12.2423,103.1344,2,"Phnom Penh Post",National,"On 1 December 2011, a driver and five farmer workers were injured in Veal Veng district, Pursat province when their truck drove over an anti-tank mine, exploding the device.",0,,1652377492,
KHM999,"30 November 2011",2011,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)",,Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Phnom Penh","Prampir Meakkakra","Boeng Proluet","Boeng Proluet",11.5624,104.916,1,"Phnom Penh Post",National,"On 30 November 2011, about 50 villagers from Kampong Speu protested outside the Appeal Court in Phnom Penh. The Appeal Court delayed a hearing into a land dispute between the villagers and a local NGO in Treng Trayoeng commune's village 3 in Phnom Sruoch district.",0,,1700605346,
KHM998,"29 November 2011",2011,1,Demonstrations,Protests,"Protest with intervention","Protesters (Cambodia)","Labor Group (Cambodia)",Protesters,"Police Forces of Cambodia (1993-)",,"State forces","State forces-Protesters",,116,"Southeast Asia",Cambodia,"Phnom Penh","Prampir Meakkakra","Boeng Proluet","Boeng Proluet",11.5624,104.916,1,"Phnom Penh Post",National,"On 29 November 2011, striking workers protested outside the Cambo Handsome garment factory in Phnom Penh. The workers were protesting against the suspension of three union leaders. The police blocked the protesters from marching from the factory to the Ministry of Labour, injuring at least 20 people.",0,,1700605346,
KHM995,"28 November 2011",2011,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)",,Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Banteay Meanchey","Thma Puok","Thma Puok","Thma Puok",13.9398,103.053,2,"Phnom Penh Post",National,"On 27 and 28 November 2011, villagers protested in Thma Puok district, Banteay Meanchey province, in an attempt to stop a private company from clearing their land and to ask for intervention by local authorities.",0,,1552577525,
KHM996,"28 November 2011",2011,1,Demonstrations,Riots,"Violent demonstration","Rioters (Cambodia)","Boeung Kak Communal Group (Cambodia); Women (Cambodia)",Rioters,"Police Forces of Cambodia (1993-)",,"State forces","State forces-Rioters",,116,"Southeast Asia",Cambodia,"Phnom Penh","Prampir Meakkakra","Boeng Proluet","Boeng Proluet",11.5624,104.916,1,"States News Service (United States)",International,"On 28 November 2011, villagers from Boeung Kak Lake community gathered in front of Phnom Penh's City Hall to protest the loss of their land to a Chinese-Cambodian company. Some villagers scuffled with authorities, and four women were injured and another four were detained.",0,,1700605346,
KHM997,"28 November 2011",2011,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Labor Group (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Phnom Penh","Prampir Meakkakra","Boeng Proluet","Boeng Proluet",11.5624,104.916,1,"Phnom Penh Post",National,"On 28 November 2011, more than 100 striking workers protested at Cambo Handsome 1 garment factory in Phnom Penh, after blocking a street into Prey Sar market. They called on the company to withdraw charges against a union leader, accused of stealing T-shirts from the factory.",0,,1700605346,
KHM993,"27 November 2011",2011,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)",,Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Banteay Meanchey","Thma Puok","Thma Puok","Thma Puok",13.9398,103.053,2,"Phnom Penh Post",National,"On 27 and 28 November 2011, villagers protested in Thma Puok district, Banteay Meanchey province, in an attempt to stop a private company from clearing their land and to ask for intervention by local authorities.",0,,1552577526,
KHM994,"27 November 2011",2011,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Labor Group (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Phnom Penh","Prampir Meakkakra","Boeng Proluet","Boeng Proluet",11.5624,104.916,1,"Phnom Penh Post",National,"On 27 November 2011, striking workers protested outside the Cambo Handsome garment factory in Phnom Penh. The workers were protesting against the suspension of three union leaders.",0,,1700605346,
KHM992,"26 November 2011",2011,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Labor Group (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Phnom Penh","Prampir Meakkakra","Boeng Proluet","Boeng Proluet",11.5624,104.916,1,"Phnom Penh Post",National,"On 26 November 2011, nearly 2.000 workers protested at Dangkor district hall, in Phnom Penh, after the arrest of a union leader from the Labour Friendship Union at Cambo Handsome Ltd garment factory. The unionist was released following the protest.",0,,1700605346,
KHM991,"24 November 2011",2011,1,"Political violence","Explosions/Remote violence",Grenade,"Military Forces of Cambodia (1993-)",,"State forces","Civilians (Cambodia)","Police Forces of Cambodia (1993-)",Civilians,"State forces-Civilians","Civilian targeting",116,"Southeast Asia",Cambodia,"Banteay Meanchey","Paoy Paet","Paoy Paet","Paoy Paet",13.658,102.5636,1,"Phnom Penh Post",National,"On 24 November 2011, the wife of a deputy police chief and an 18-year-old woman were seriously injured by a grenade in Paoy Paet town, Banteay Meanchey. The grenade was planted on the doorstep of their home. A military official was arrested in connection to the crime.",0,,1649284577,
KHM990,"24 November 2011",2011,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Labor Group (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,Siemreap,"Siem Reap","Sla Kram","Sla Kram",13.3617,103.8605,1,"Phnom Penh Post",National,"On 24 November 2011, hotel workers protested outside the Angkor Village Hotel and Resort, in Siem Reap city, to call for the reinstatement of workers who had been unlawfully sacked for unionising.",0,,1706054140,
